Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
Vanishing,"Crime, Drama, Mystery",5.2,404,"237,626",2021, ,"French, Korean, English",
Seven Blessings,"Comedy, Drama",8.3,123, ,2023, ,Arabic,
The Lady of Heaven,"Action, Drama, History",5.8,14428,"74,441",2021,"15,000,000",English,
The Silent Twins,"Biography, Drama",5.7,2054,"298,207",2022, ,English,
Bholaa Shankar,"Action, Drama",3.3,1807,"93,98",2023, ,"Telugu, Tamil, Kannada, Hindi, Malayalam",
Angela,"Biography, Crime, Drama",5.8,162, ,2023, ,Portuguese,
That's a Wrap,Horror,5.8,166, ,2023, ,English,
Els encantats,Drama,6.6,173,"129,951",2023, ,"Catalan, Spanish",
Friday the 13th Vengeance 2: Bloodlines,Horror,5.6,1562, ,2022,72, ,
Kuttey,"Action, Comedy, Crime",5.5,10397,"71,919",2023, ,Hindi,
Lost & Found,"Crime, Drama, Thriller",5.4,986,"700,496",2022, ,Spanish,
Punch,"Drama, Sport",6.3,910,"10,709",2022, ,English,
This Is Christmas,"Comedy, Drama, Romance",6.9,1615, ,2022,"9,000,000",English,
Kisi Ka Bhai Kisi Ki Jaan,"Action, Comedy, Drama",4.4,39838,"2,428,843",2023,1200000,Hindi,
Leave,"Drama, Horror, Mystery",4.8,1507,"1,561,282",2022,1820000,"Norwegian, English",
Asvins,"Horror, Thriller",4.8,861, ,2023, ,Tamil,
Deception,Drama,5.6,1390,"684,798",2021, ,"French, Czech, English",
The Loneliest Boy in the World,"Comedy, Horror",5.1,1242,"52,215",2022, ,English,
MexZombies,"Comedy, Horror, Thriller",5.5,198, ,2022, ,Spanish,
Mother's Day,"Action, Drama, Thriller",5.3,2268, ,2023, ,Polish,
The First Slam Dunk,"Animation, Comedy, Drama",8.3,5440,"151,011,314",2022, ,Japanese,
White Elephant,"Action, Thriller",4.4,4717,"49,477",2022,"15,000,000",English,
Dinosaurs,Crime,8,2080, ,2023, ,Tamil,
The Apology,Thriller,5.1,2217, ,2022, ,English,
Something You Said Last Night,"Comedy, Drama",6.5,125, ,2022, ,English,
Het Geheugenspel,Thriller,6.2,1109,"627,591",2023, ,Dutch,
Master,"Action, Crime, Thriller",7.3,80303,"28,692,230",2021,16200000,Tamil,
Queen Bees,"Comedy, Drama, Romance",6.2,2617,"2,315,871",2021, ,English,
Compartment Number 6,"Drama, Romance",7.2,14105,"2,669,654",2021, ,"Russian, Finnish, English",
Medellin,Comedy,4.9,1640, ,2023, ,French,
Dog Gone,"Biography, Drama, Family",6,5654, ,2023, ,English,
Palm Trees and Power Lines,Drama,6.5,2295,424,2022, ,English,
Single All the Way,"Comedy, Drama, Romance",6.2,18213, ,2021, ,English,
The Ambush,"Action, Drama, War",6.2,2162,"5,224,931",2021, ,Arabic,
Human Nature,Adventure,8.4,71, ,2022,68250,"English, Dutch",
The Birthday Cake,"Crime, Thriller",4.4,1815,"23,649",2021, ,English,
Alone Together,"Drama, Romance",5.4,1430,"21,575",2022, ,English,
All the Names of God,"Action, Adventure, Drama",6.1,161,"787,718",2023, ,Spanish,
The Battle at Lake Changjin,"Action, Drama, History",5.5,3854,"902,548,476",2021,"200,000,000","Mandarin, English",
Pursuit,"Action, Drama, Horror",2.8,1054,"13,42",2022,"5,000,000",English,
The King of Algiers,"Comedy, Drama",6.1,378,"2,205,587",2023, ,"French, Arabic",
The Integrity of Joseph Chambers,Drama,5.7,754,"5,206",2022, ,English,
The Girl on the Train,"Crime, Drama, Mystery",4,14912, ,2021, ,Hindi,
Flag Day,"Crime, Drama",5.4,3285,"1,301,424",2021, ,English,
She Will,"Drama, Horror, Mystery",5.5,2747,"40,958",2021, ,English,
Let's Get Married,"Comedy, Family, Romance",5,463,"6,16",2023, ,Tamil,
Unicorn Wars,"Animation, Action, Comedy",6.8,1581,"28,809",2022, ,Spanish,
Grenzeloos verraad,War,5.5,484,"75,282",2023, ,"Dutch, German",
Moon Garden,"Drama, Fantasy, Horror",6.3,301,"54,013",2022, ,English,
The Good House,"Comedy, Drama",6.4,2450,"2,279,914",2021, ,English,
Kids vs. Aliens,"Horror, Sci-Fi",5.1,1198, ,2022, ,English,
Mayberry Man,Comedy,5.5,549, ,2021, ,English,
The Haunting of Hell Hole Mine,"Horror, Mystery, Thriller",3.1,154, ,2023, ,English,
The Djinn,"Horror, Thriller",4.8,4794,"270,347",2021, ,"English, American Sign Language",
Dark Glasses,"Horror, Mystery, Thriller",5.1,3945,"228,347",2022, ,Italian,
A Wounded Fawn,Horror,5.5,2786, ,2022, , ,
Encounter,"Drama, Sci-Fi, Thriller",5.9,10689, ,2021, ,English,
The Auschwitz Report,"Drama, History, War",6.6,2617,"360,868",2021,3360000,"English, Czech, Polish, Slovak, German",
Aneethi,"Action, Drama, Thriller",6.8,667,"2,932",2023, ,"Telugu, Tamil",
The Catholic School,Drama,5.7,3356,"1,759,031",2021, ,Italian,
Them,"Sci-Fi, Thriller",3.3,392, ,2021, ,English,
Tonight You're Sleeping with Me,"Drama, Romance",3.8,949, ,2023, ,Polish,
Gone Mom,"Drama, Crime",6.2,646, ,2021, ,English,
Bring It On: Cheer or Die,"Comedy, Horror",3.7,671, ,2022, ,English,
Dangerous,"Action, Crime, Drama",5.1,1062, ,2022, ,Telugu,
Cube,"Horror, Mystery, Sci-Fi",4.5,1881,"2,466,888",2021, ,Japanese,
Bezos,"Biography, Drama, History",4.4,1821,"18,396",2023, ,English,
A Boy Called Christmas,"Adventure, Drama, Family",6.7,24745,"3,704,685",2021, ,English,
The Reading,Thriller,5.4,1573, ,2023, ,English,
Do Not Disturb,Horror,7,236, ,2022, ,English,
A Journal for Jordan,"Drama, Romance, War",5.9,2593,"6,682,648",2021, ,English,
Tell It Like a Woman,"Action, Comedy, Drama",3.7,709,"12,765",2022, ,"English, Italian",
Northern Comfort,Comedy,6,180,"47,211",2023, ,English,
Gulmohar,"Drama, Family",7.7,4541, ,2023, , ,
Mortal Kombat Legends: Battle of the Realms,"Animation, Action, Adventure",6.5,7788, ,2021, ,English,
The Goat and Her Three Kids,"Drama, Horror, Thriller",7.3,3430,"600,787",2022, ,Romanian,
The Colour Room,Drama,6.8,1499,"33,702",2021, ,English,
Shershaah,"Action, Biography, Drama",8.3,126741, ,2021, ,Hindi,
Big Bug,"Comedy, Sci-Fi",5.5,9932, ,2022,13650000,French,
Flux Gourmet,"Comedy, Drama, Horror",5.9,2820,"80,767",2022, ,"English, Greek, German",
I Used to Be Famous,"Comedy, Drama, Music",6.6,10195, ,2022, ,English,
Sun and Concrete,"Adventure, Crime, Drama",7.6,2971,"10,119,958",2023, ,"German, Arabic, Mandarin",
Alcarràs,Drama,7,7097,"3,169,789",2022, ,"Catalan, Spanish, English",
Expensive Candy,"Drama, Romance",6.7,555, ,2022, ,Tagalog,
Qala,"Drama, Music",7.2,6922, ,2022, ,Hindi,
Bholaa,"Action, Adventure, Crime",6,21765,"137,987",2023,6000000,Hindi,
Sisi & I,"Biography, Drama, History",6.8,244,"41,208",2023, ,"German, English, French",
Son,"Horror, Thriller",5.6,6148,"95,335",2021, ,English,
Die in a Gunfight,"Action, Comedy, Crime",4.5,3272,"68,643",2021, ,"English, Latin, French",
Blaze,"Animation, Crime, Drama",6,905,"56,928",2022, ,English,
Her: Chapter 1,"Crime, Drama, Thriller",6.8,1699, ,2023, ,Telugu,
Kisah Tanah Jawa: Pocong Gundul,Horror,7.3,86, ,2023, ,Indonesian,
Dark Windows,"Horror, Thriller",4.6,163,"27,316",2023,"1,000,000",English,
Forest of Death,Horror,3.9,255, ,2023, ,English,
7th Secret,Thriller,3.7,236, ,2022, ,English,
Wheel of Fortune and Fantasy,"Drama, Romance",7.5,8805,"1,549,142",2021, ,Japanese,
The Seventh Day,"Horror, Mystery",4.5,5324,"987,232",2021, ,English,
A Thursday,"Drama, Thriller",7.7,24910, ,2022, ,Hindi,
The Hummingbird,Drama,6.4,1072,"3,883,361",2022,8820000,"Italian, French",
Jug Jugg Jeeyo,"Comedy, Drama, Family",6.1,38553,"11,467,726",2022, ,Hindi,
Antigang: La Relève,"Action, Comedy, Thriller",5.4,418, ,2023, ,German,
Renegades,"Action, Crime, Thriller",3.7,1938, ,2022,1830000,English,
Fullmetal Alchemist: Final Transmutation,"Action, Adventure, Fantasy",5.4,1227,"754,638",2022, ,Japanese,
Viduthalai: Part 1,"Action, Crime, Drama",8.3,6983,"5,88",2023, ,Tamil,
House of the Sun,"Action, Crime, Thriller",6.1,78385,"6,984,082",2021, ,Hindi,
You Do You,"Comedy, Romance",4.9,1842, ,2023, ,Turkish,
Death of the Little Match Girl,"Crime, Drama, Thriller",6.8,116,"20,749",2023, ,Croatian,
The Wrath of God,"Drama, Thriller",5.8,4435, ,2022, ,Spanish,
Silver Haze,Drama,7,230, ,2023, ,English,
Lazarus,"Action, Sci-Fi",3.4,555, ,2021,650,English,
Freddy,"Drama, Mystery, Romance",7.4,32749, ,2022, ,Hindi,
The Sitting Duck,"Drama, Thriller",6.7,877,"3,893,021",2022, ,"French, English, Hungarian",
Hands of Hell,Horror,4.7,105, ,2023, ,English,
Next Exit,"Comedy, Mystery, Romance",5.6,1527,"4,742",2022, ,English,
Mates,"Drama, Romance",6.4,138, ,2023, ,English,
Please Baby Please,"Drama, Musical",5.7,882,"26,157",2022, ,English,
Govinda Naam Mera,"Comedy, Crime, Drama",6.5,9921, ,2022, ,Hindi,
Earth Mama,Drama,7.1,171, ,2023, ,English,
I Love America,Comedy,4.8,659, ,2022, ,French,
Piaffe,"Drama, Fantasy",6.3,168,"21,861",2022, ,"German, English",
Sublime,Drama,6.4,839, ,2022, ,Spanish,
Shehzada,"Action, Comedy, Drama",4.5,30594,"511,376",2023, ,Hindi,
Mandrake,"Horror, Mystery",4.6,971, ,2022, ,English,
Together Together,"Comedy, Drama",6.4,8845,"1,437,938",2021, ,English,
Prey,"Adventure, Drama, Thriller",4.3,8769, ,2021, ,German,
Wherever You Go,"Action, Comedy, Drama",8.9,73,"7,862",2023, ,"Arabic, English",
Freestyle,"Action, Crime",4.5,311, ,2023, ,Polish,
The Housekeeper,Thriller,3.9,130, ,2023, ,English,
Go West,"Comedy, Western",6.6,155,"340,017",2023, ,English,
Shiddat,Romance,7.6,23327, ,2021, ,Hindi,
Christmas with You,"Comedy, Family, Romance",5.6,6805, ,2022, ,English,
Love & Gelato,"Comedy, Drama, Romance",5.2,6170, ,2022, ,English,
Sound of Silence,Horror,4,645,"171,241",2023, ,English,
13 Fanboy,Horror,3.9,1183,"11,572",2021,"105,507",English,
Who Invited Them,"Comedy, Horror",5.5,2954, ,2022, ,English,
One Way,"Action, Thriller",4.1,1661,"30,272",2022,"5,000,000",English,
Miracle at Manchester,Family,8.4,92, ,2022,65,English,
Graphic Desires,Thriller,4.1,378, ,2022, ,English,
Fairyland,Drama,6.6,164, ,2023, ,English,
The Tiger Rising,Family,4.7,922,"1,115,158",2022, ,English,
Mack & Rita,"Comedy, Fantasy",4.8,1817,"2,707,837",2022, ,English,
A Week Away,"Drama, Family, Musical",5.7,5227, ,2021, ,English,
The Reef: Stalked,"Horror, Thriller",4.2,5113,"1,341,276",2022, , ,
The Royal Treatment,"Comedy, Family, Romance",5.2,10907, ,2022, ,English,
Le bal des folles,"Drama, Thriller",6.6,3861, ,2021, ,French,
Playlist,"Comedy, Drama, Music",6.3,759,"181,812",2021, ,French,
Raven's Hollow,"Horror, Thriller",5.2,1428,"187,222",2022, ,English,
Like Dogs,"Horror, Thriller",3.9,761, ,2021, ,English,
Alma Viva,Drama,6.8,358,"116,088",2022, ,"Portuguese, French",
The Legend of Maula Jatt,"Action, Drama, Fantasy",8.7,10267,"13,841,449",2022,2520000,"Punjabi, Urdu, English",
Brightwood,"Horror, Sci-Fi, Thriller",6.5,111, ,2022,14,English,
Perdida,Romance,6,133, ,2023, ,Portuguese,
The Harbinger,Horror,5.7,956, ,2022, ,English,
Solo,"Drama, Romance",7.4,96, ,2023, ,French,
Lost Illusions,"Drama, Romance",7.4,5697,"8,635,184",2021,19635000,French,
Red Rooms,Thriller,7.7,272, ,2023, ,French,
Kingdom 3,"Action, History, War",7.5,163,"36,259,522",2023, ,Japanese,
Problemista,Comedy,7,90, ,2023, ,English,
Winter Boy,Drama,6.9,1263,"484,04",2022, ,French,
Family Dinner,"Drama, Horror, Mystery",5.7,926,"352,818",2022, ,German,
The Unseen,"Drama, Horror, Thriller",2.9,364, ,2023,700,English,
Murina,Drama,6.8,2865,"408,213",2021, ,"Croatian, English, Spanish",
Settlers,"Drama, Sci-Fi, Thriller",4.8,5678,"39,906",2021, ,English,
Badhaai Do,"Comedy, Crime, Drama",7,20472,"1,138,046",2022, ,Hindi,
Nostalgia,Drama,6.8,2768,"3,015,338",2022, ,"Arabic, Italian",
No Man of God,"Biography, Crime, Drama",6.4,8601,"215,876",2021, ,English,
Father & Soldier,"Action, Drama, History",5.9,1098,"8,597,034",2022, ,"French, Pular, English, Arabic, German",
Big Boys,"Comedy, Drama",7.1,125, ,2023, ,English,
The First Day of My Life,"Comedy, Drama, Fantasy",6.7,1181,"2,662,419",2023,8788500,Italian,
1UP,"Comedy, Sport",3.4,1617,"2,379",2022, ,English,
My Happy Ending,"Comedy, Drama",5.2,336,"59,329",2023,"1,500,000",English,
Godfather,"Action, Crime, Drama",5.2,7365,"18,737,287",2022, ,"Tamil, Kannada, Malayalam, Telugu, Hindi",
Ted K,"Biography, Crime, Drama",6,3881,"50,136",2021, ,English,
Afwaah,"Drama, Thriller",5.6,3277, ,2023, ,Hindi,
Burial,"Thriller, War",5,1848,"8,566",2022, ,English,
Sorcery,Fantasy,6.1,327, ,2023, ,German,
Shadow Island,Thriller,5.3,141, ,2023, ,Swedish,
Both Sides of the Blade,"Drama, Romance, Thriller",6.1,3131,"1,769,297",2022, ,French,
Cerebrum,Horror,4.1,163, ,2022, ,English,
Rise,"Biography, Drama, Sport",7,7810, ,2022, ,English,
Diary of a Wimpy Kid,"Animation, Comedy, Drama",5.1,3838, ,2021, ,English,
Vanquish,"Action, Thriller",3,5101,"187,632",2021, ,"English, French, German",
In Your Dreams,"Comedy, Drama, Romance",5.8,1789, ,2023, ,Turkish,
Phenomena,Horror,5.4,2659, ,2023, ,Spanish,
Below Zero,"Action, Adventure, Crime",6.2,20991, ,2021, ,Spanish,
Joyride,"Comedy, Drama",6.1,1419,"136,183",2022, ,English,
Aileen Wuornos: American Boogeywoman,"Drama, Horror, Thriller",3.8,2033,"15,202",2021, ,English,
Blueback,"Drama, Family",5.9,893,"1,828,037",2022, ,English,
"Hello, Goodbye and Everything in Between","Comedy, Drama, Romance",5.1,3931, ,2022, ,English,
The Burning Sea,"Action, Drama, Thriller",6.3,6608,"4,025,723",2021, ,Norwegian,
Love According to Dalva,Drama,7.5,1121,"548,489",2022, ,French,
A Lot of Nothing,"Comedy, Drama, Thriller",4.3,371, ,2022, ,English,
Tapana,Romance,7.8,1080, ,2022, ,Telugu,
Emergency,"Comedy, Drama, Thriller",6.2,9088, ,2022, ,English,
Little Dixie,"Action, Crime, Thriller",4.9,1199, ,2023, ,English,
How to Deal with a Heartbreak,"Comedy, Drama",4.5,104, ,2023, ,Spanish,
Ida Red,"Drama, Thriller, Western",5.5,2153, ,2021, ,English,
A Castle for Christmas,"Adventure, Comedy, Drama",5.5,14275, ,2021, ,English,
Fullmetal Alchemist: The Revenge of Scar,"Action, Adventure, Fantasy",5.4,2080, ,2022, ,Japanese,
Warriors of Future,"Action, Adventure, Sci-Fi",5.6,7024,"10,490,328",2022,"45,000,000","Cantonese, Mandarin, Spanish",
Blackbird,"Action, Romance, Thriller",2.7,534, ,2022, ,English,
Hostile Territory,"Drama, History, Western",4.7,730, ,2022, ,English,
Rare Objects,Drama,5.3,258,"10,454",2023, ,"English, Spanish",
Yannick,"Comedy, Drama",7.4,966,"3,301,632",2023, ,French,
Elephant,"Drama, Romance",6.8,477, ,2022, ,Polish,
¡Que viva México!,Comedy,5.5,2171,"4,218,942",2023, ,Spanish,
Murder Syndicate,Thriller,4.7,501, ,2023, ,English,
Neposlushnaya,"Drama, Romance",5.1,675,"3,339,676",2023,400000,Russian,
Spoonful of Sugar,Horror,5.4,1277, ,2022, ,English,
Beauty and the Billionaire,"Comedy, Drama, Romance",6.2,401, ,2022, ,English,
Ivanna,"Horror, Mystery, Thriller",5.7,1047,"367,453",2022,877,"Indonesian, Japanese, Dutch",
American Traitor: The Trial of Axis Sally,"Drama, History, War",5.7,3056,"2,011,012",2021, ,English,
Peddha Kapu 1,"Action, Drama, Family",8,785,"2,861",2023, ,Telugu,
Fire Island,"Horror, Thriller",2.8,316, ,2023, ,English,
Married by Mistake,"Comedy, Drama, Romance",5.5,576, ,2023, ,English,
Burning at Both Ends,"Drama, Thriller, War",5.2,506, ,2021,"2,000,000",English,
Together,"Comedy, Drama, Romance",6.2,4691,"214,39",2021, ,English,
Joker: Part II,Crime,4,90, ,2021, ,English,
Val,"Comedy, Horror, Thriller",5.1,733, ,2021, ,English,
She Is Love,"Comedy, Drama, Romance",4.6,265,"4,076",2022, ,English,
What If,"Drama, Romance",4.1,111, ,2023, ,Tagalog,
Dungeon,"Crime, Drama, Horror",8.2,1540, ,2023, ,English,
UFO Sweden,"Adventure, Sci-Fi",6.5,4874,"69,45",2022, ,Swedish,
The Y,"Horror, Mystery, Thriller",7.4,2549, ,2023, ,Hindi,
Born to Fly,"Action, Drama",6.1,2199,"502,191",2023, ,"Mandarin, English",
Pacifiction,"Drama, Thriller",6.4,2606,"416,435",2022, ,"French, English, Polynesian, Portuguese",
Limbo,"Crime, Drama, Thriller",7.1,2544, ,2021, ,Cantonese,
Hundreds of Beavers,"Action, Adventure, Comedy",8,142, ,2023, ,English,
Silk Road,"Crime, Drama, Thriller",6,6448,"38,449",2021, ,English,
Klokkenluider,"Comedy, Thriller",8,79, ,2022, ,English,
Confidential Assignment 2: International,"Action, Comedy, Thriller",6.6,1794,"54,486,330",2022, ,Korean,
Spirit of Fear,Horror,3.6,248, ,2023, ,English,
Jericho Ridge,"Action, Thriller",6.4,561, ,2023, ,English,
Anchorage,Drama,5.2,221,406,2023, ,English,
Kubi,"Action, Drama, History",7,86, ,2023,10050000,Japanese,
Manticore,Drama,7.1,1465,"232,309",2022, ,"Spanish, Catalan",
I Love My Dad,"Comedy, Romance",6.3,3024,"116,327",2022, ,English,
Housekeeping for Beginners,Drama,7.9,82, ,2023, ,Macedonian,
Double Threat,"Action, Comedy, Thriller",4.7,1190, ,2022, ,English,
A Little Prayer,Drama,7.1,102, ,2023, ,English,
Batman: The Long Halloween,"Animation, Action, Crime",7.5,1916, ,2021, ,English,
Rheingold,"Biography, Crime, Drama",6.8,2325,"9,691,443",2022, ,"German, Kurdish, Dutch, Arabic, English, Turkish, French",
Death's Roulette,"Drama, Mystery, Thriller",5.5,1573, ,2023, ,Spanish,
Small Engine Repair,"Crime, Drama, Thriller",6.5,4607,"110,995",2021, ,English,
The Manor,"Horror, Mystery",5.3,6927, ,2021, ,English,
The Last Bus,Drama,6.6,3154,"1,978,613",2021,3050000,English,
Egoist,"Drama, Romance",7.3,365, ,2022, ,Japanese,
Copenhagen Does Not Exist,Drama,5.9,311,"37,612",2023,2205000,"Danish, Serbian, Swedish",
Bheed,"Drama, History",6.7,11407,"9,536",2023, ,Hindi,
Yesterday's Past,Drama,9.5,3132, ,2021, ,Oriya,
Curse of Crom: The Legend of Halloween,"Fantasy, Horror",5.9,334, ,2022, ,English,
Nezha Reborn,"Animation, Action, Fantasy",6.8,3689,"56,088,478",2021, ,Mandarin,
Supercool,"Action, Comedy, Crime",5.3,1297, ,2021,9240000,English,
Big Gold Brick,"Comedy, Fantasy",3.4,1375,"24,676",2022, ,English,
Vermines,Horror,7,107, ,2023, ,French,
Tell Me a Creepy Story,Horror,4.2,215, ,2023, ,English,
Tall Girl 2,"Comedy, Drama, Family",4.7,5841, ,2022,"24,400,000",English,
When the Mist Clears,"Drama, Romance",3.3,564, ,2022, ,English,
Vincent Must Die,"Comedy, Drama, Fantasy",6.8,210, ,2023, ,French,
Wrong Place,"Action, Crime, Thriller",3.5,4642,"71,362",2022, ,English,
Run & Gun,"Action, Thriller",5.2,1678, ,2022, ,English,
Here Today,"Comedy, Drama, Music",6.7,5623,"2,871,327",2021, ,English,
Deus,"Adventure, Mystery, Sci-Fi",4.4,1987,"12,154",2022, ,English,
Opponent,Drama,7,167, ,2023, ,Swedish,
Maneater,"Action, Horror, Thriller",3.1,1766,"319,639",2022, ,English,
Goodbye,"Comedy, Drama, Family",6.8,9556,"563,633",2022, ,Hindi,
Mars Express,"Animation, Action, Mystery",7.5,108,"1,363",2023,7035000,French,
Hidden Blade,"Drama, History, Thriller",6.4,6011,"1,384,593",2023,41100000,"Mandarin, Shanghainese, Cantonese, Japanese, English",
Dhokha,"Crime, Drama, Thriller",6.2,11955,"355,211",2022, ,Hindi,
The Accursed,Horror,4.2,1230,"142,946",2022, ,English,
Prizefighter: The Life of Jem Belcher,Biography,5.6,4713,"150,499",2022,"17,000,000",English,
Day Zero,"Action, Horror",5.1,312, ,2022, ,Tagalog,
Miss Willoughby and the Haunted Bookshop,"Adventure, Crime, Mystery",5.3,1016, ,2021,1830000,English,
The Night Belongs to Lovers,"Drama, Romance",5.8,226,"3,861",2021, ,French,
Plan A,"Drama, History, Thriller",5.9,1505, ,2021, ,English,
"Two Weeks, End",Thriller,5.1,259, ,2022, ,Tagalog,
The Beta Test,"Comedy, Drama, Mystery",6.1,5984,"37,536",2021, ,"English, Swedish",
Good on Paper,"Comedy, Romance",5.6,13490, ,2021, ,English,
Eva,"Drama, Romance",4.8,455, ,2021, ,Tagalog,
The Curse of Humpty Dumpty,Horror,3.9,528, ,2021, ,English,
Asteroid,"Comedy, Drama, Sci-Fi",4.2,784, ,2021, ,English,
The Hanging Sun,"Crime, Drama, Mystery",5.1,885, ,2022, ,English,
Kompromat,"Drama, Thriller",6.3,2194,"4,307,673",2022, ,"French, Russian, Estonian, Spanish",
Bram Stoker's Van Helsing,Horror,3.1,623, ,2021, ,English,
Extinct,"Animation, Adventure, Comedy",5.5,3216,"7,310,018",2021, ,English,
Looking for Her,"Comedy, Drama, Romance",7.1,327, ,2022, ,English,
Warning,"Drama, Sci-Fi, Thriller",4.6,5771,"188,173",2021, ,English,
Wolf Mountain,Horror,3,248, ,2022, , ,
Don't Kill Me,"Fantasy, Horror, Romance",4.3,2278, ,2021, ,Italian,
Bekenntnisse des Hochstaplers Felix Krull,"Comedy, Crime, Drama",6.4,606,"192,139",2021, ,German,
Naked Singularity,"Comedy, Crime, Drama",4.9,2806,"14,571",2021, ,English,
Haseen Dillruba,"Crime, Drama, Mystery",6.9,28809, ,2021, ,Hindi,
Decibel,"Action, Drama, Thriller",6.2,1324,"7,212,471",2022,8880000,Korean,
Code Name Banshee,"Action, Thriller",3.7,2006,"173,019",2022, ,English,
Mimi,"Comedy, Drama",7.8,41843, ,2021, ,Hindi,
Fireheart,"Animation, Adventure, Comedy",6.2,2975,"6,245,634",2022,25550000,"English, Spanish",
Raging Grace,"Drama, Horror, Mystery",7.1,851, ,2023, ,English,
Let Her Kill You,"Mystery, Thriller",3.4,75, ,2023, ,French,
Give Me an A,"Comedy, Horror, Sci-Fi",6.1,116, ,2022, , ,
Escape from Mogadishu,"Action, Drama, Thriller",7,6500,"29,902,716",2021,17760000,"Korean, Somali, English",
My Father's Dragon,"Animation, Adventure, Comedy",6.5,3198, ,2022, ,English,
Flora & Ulysses,"Adventure, Comedy, Family",6.2,6531, ,2021, ,English,
Sharks of the Corn,Horror,1.8,568, ,2021, ,English,
Space Oddity,"Comedy, Romance, Sci-Fi",5.4,966, ,2022, ,English,
Kysset,"Drama, Romance",6.6,340,"1,235",2022, ,Danish,
